insert into PURCHASEEVENT values(1, 30, 158, (TO_DATE('01/03/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(237, 15, 16, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.51); 
insert into PURCHASEEVENT values(238, 3, 57, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(239, 53, 295, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.72); 
insert into PURCHASEEVENT values(240, 16, 74, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.02); 
insert into PURCHASEEVENT values(241, 29, 145, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(242, 53, 294, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.27); 
insert into PURCHASEEVENT values(243, 20, 103, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.58); 
insert into PURCHASEEVENT values(244, 56, 338, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(245, 35, 160, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(246, 52, 287, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.04); 
insert into PURCHASEEVENT values(247, 30, 132, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.77); 
insert into PURCHASEEVENT values(248, 43, 236, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(249, 28, 147, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(250, 51, 349, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.81); 
insert into PURCHASEEVENT values(251, 5, 19, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.34); 
insert into PURCHASEEVENT values(252, 40, 225, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(253, 38, 240, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.71); 
insert into PURCHASEEVENT values(254, 52, 298, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(255, 26, 174, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(256, 43, 222, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.95); 
insert into PURCHASEEVENT values(257, 16, 43, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 5.51); 
insert into PURCHASEEVENT values(258, 31, 106, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(259, 29, 136, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(260, 51, 309, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.1); 
insert into PURCHASEEVENT values(261, 51, 341, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(262, 56, 314, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(263, 47, 332, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.4); 
insert into PURCHASEEVENT values(264, 27, 136, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(265, 5, 29, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.21); 
insert into PURCHASEEVENT values(266, 48, 276, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(267, 56, 329, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(268, 56, 310, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(269, 55, 331, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.53); 
insert into PURCHASEEVENT values(270, 43, 249, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(271, 44, 248, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.17); 
insert into PURCHASEEVENT values(272, 55, 307, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.77); 
insert into PURCHASEEVENT values(273, 35, 111, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.21); 
insert into PURCHASEEVENT values(274, 45, 252, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.32); 
insert into PURCHASEEVENT values(275, 43, 196, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.77); 
insert into PURCHASEEVENT values(276, 26, 116, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.58); 
insert into PURCHASEEVENT values(277, 3, 38, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.34); 
insert into PURCHASEEVENT values(278, 16, 85, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(279, 45, 232, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(280, 52, 304, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.94); 
insert into PURCHASEEVENT values(281, 32, 125, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(282, 5, 59, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(283, 8, 52, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(284, 51, 320, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(285, 41, 267, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(286, 54, 281, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(287, 14, 40, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.09); 
insert into PURCHASEEVENT values(288, 45, 262, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.77); 
insert into PURCHASEEVENT values(289, 15, 75, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 4.05); 
insert into PURCHASEEVENT values(290, 46, 241, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(291, 55, 327, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(292, 47, 313, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.64); 
insert into PURCHASEEVENT values(293, 51, 295, (TO_DATE('01/07/2005', 'mm/dd/yyyy')), 3.2); 
insert into PURCHASEEVENT values(294, 16, 35, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 4.94); 
insert into PURCHASEEVENT values(295, 46, 197, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.56); 
insert into PURCHASEEVENT values(296, 31, 152, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(297, 45, 213, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.97); 
insert into PURCHASEEVENT values(298, 46, 215, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(299, 28, 129, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 5.1); 
insert into PURCHASEEVENT values(300, 46, 242, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(301, 39, 246, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.65); 
insert into PURCHASEEVENT values(302, 14, 22, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(303, 44, 243, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(304, 37, 228, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(305, 45, 249, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.93); 
insert into PURCHASEEVENT values(306, 26, 156, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(307, 40, 270, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.69); 
insert into PURCHASEEVENT values(308, 7, 90, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.96); 
insert into PURCHASEEVENT values(309, 25, 172, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(310, 43, 264, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.11); 
insert into PURCHASEEVENT values(311, 43, 191, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 4.45); 
insert into PURCHASEEVENT values(312, 45, 187, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(313, 36, 131, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 4.42); 
insert into PURCHASEEVENT values(314, 30, 106, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(315, 17, 163, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.77); 
insert into PURCHASEEVENT values(316, 55, 337, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(317, 44, 230, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(318, 55, 356, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(319, 39, 260, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.11); 
insert into PURCHASEEVENT values(320, 51, 294, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(321, 53, 327, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.12); 
insert into PURCHASEEVENT values(322, 40, 266, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.11); 
insert into PURCHASEEVENT values(323, 53, 325, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.17); 
insert into PURCHASEEVENT values(324, 27, 176, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.81); 
insert into PURCHASEEVENT values(325, 26, 129, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 4.94); 
insert into PURCHASEEVENT values(326, 56, 337, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.01); 
insert into PURCHASEEVENT values(327, 6, 33, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 4.08); 
insert into PURCHASEEVENT values(328, 12, 70, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(329, 7, 18, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(330, 15, 90, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(331, 12, 47, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 2.75); 
insert into PURCHASEEVENT values(332, 29, 105, (TO_DATE('01/10/2005', 'mm/dd/yyyy')), 4.04); 
insert into PURCHASEEVENT values(333, 28, 161, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.4); 
insert into PURCHASEEVENT values(334, 53, 272, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.89); 
insert into PURCHASEEVENT values(335, 10, 8, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.23); 
insert into PURCHASEEVENT values(336, 53, 291, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.0); 
insert into PURCHASEEVENT values(337, 13, 48, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(338, 38, 245, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.01); 
insert into PURCHASEEVENT values(339, 32, 95, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.17); 
insert into PURCHASEEVENT values(340, 45, 258, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.92); 
insert into PURCHASEEVENT values(341, 10, 2, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(342, 25, 161, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.26); 
insert into PURCHASEEVENT values(343, 29, 119, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(344, 13, 85, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(345, 37, 262, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.38); 
insert into PURCHASEEVENT values(346, 32, 179, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(347, 56, 288, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(348, 54, 349, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(349, 53, 289, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(350, 13, 85, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.78); 
insert into PURCHASEEVENT values(351, 52, 315, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(352, 32, 173, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.28); 
insert into PURCHASEEVENT values(353, 47, 343, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.59); 
insert into PURCHASEEVENT values(354, 15, 19, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.88); 
insert into PURCHASEEVENT values(355, 41, 240, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(356, 10, 19, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(357, 55, 275, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.5); 
insert into PURCHASEEVENT values(358, 55, 276, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(359, 53, 358, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.77); 
insert into PURCHASEEVENT values(360, 7, 12, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.3); 
insert into PURCHASEEVENT values(361, 33, 162, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.03); 
insert into PURCHASEEVENT values(362, 10, 7, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(363, 49, 339, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(364, 9, 11, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(365, 55, 348, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(366, 40, 255, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.42); 
insert into PURCHASEEVENT values(367, 31, 127, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.53); 
insert into PURCHASEEVENT values(368, 45, 250, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(369, 45, 250, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.57); 
insert into PURCHASEEVENT values(370, 33, 135, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 5.42); 
insert into PURCHASEEVENT values(371, 42, 254, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.64); 
insert into PURCHASEEVENT values(372, 14, 6, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(373, 45, 264, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(374, 39, 190, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.66); 
insert into PURCHASEEVENT values(375, 44, 186, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.43); 
insert into PURCHASEEVENT values(376, 8, 23, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.22); 
insert into PURCHASEEVENT values(377, 31, 148, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(378, 20, 156, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.09); 
insert into PURCHASEEVENT values(379, 6, 84, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(380, 55, 309, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(381, 27, 133, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(382, 13, 26, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(383, 47, 307, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.56); 
insert into PURCHASEEVENT values(384, 45, 220, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.65); 
insert into PURCHASEEVENT values(385, 13, 52, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.14); 
insert into PURCHASEEVENT values(386, 13, 6, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.32); 
insert into PURCHASEEVENT values(387, 53, 298, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.58); 
insert into PURCHASEEVENT values(388, 52, 304, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 4.1); 
insert into PURCHASEEVENT values(389, 12, 62, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(390, 54, 348, (TO_DATE('01/11/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(391, 43, 222, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.51); 
insert into PURCHASEEVENT values(392, 5, 89, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.88); 
insert into PURCHASEEVENT values(393, 37, 239, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(394, 23, 173, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(395, 8, 62, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.26); 
insert into PURCHASEEVENT values(396, 44, 240, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.2); 
insert into PURCHASEEVENT values(397, 55, 351, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 1.86); 
insert into PURCHASEEVENT values(398, 1, 35, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.15); 
insert into PURCHASEEVENT values(399, 44, 249, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.46); 
insert into PURCHASEEVENT values(400, 53, 279, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(401, 54, 345, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.45); 
insert into PURCHASEEVENT values(402, 55, 339, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(403, 3, 50, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.43); 
insert into PURCHASEEVENT values(404, 47, 301, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.12); 
insert into PURCHASEEVENT values(405, 56, 311, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.26); 
insert into PURCHASEEVENT values(406, 29, 153, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.64); 
insert into PURCHASEEVENT values(407, 56, 295, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.71); 
insert into PURCHASEEVENT values(408, 54, 279, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.63); 
insert into PURCHASEEVENT values(409, 10, 7, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.3); 
insert into PURCHASEEVENT values(410, 7, 7, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.32); 
insert into PURCHASEEVENT values(411, 42, 205, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.37); 
insert into PURCHASEEVENT values(412, 44, 231, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.27); 
insert into PURCHASEEVENT values(413, 8, 88, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(414, 23, 93, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.55); 
insert into PURCHASEEVENT values(415, 12, 37, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 5.22); 
insert into PURCHASEEVENT values(416, 29, 161, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.93); 
insert into PURCHASEEVENT values(417, 7, 13, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.46); 
insert into PURCHASEEVENT values(418, 48, 314, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.81); 
insert into PURCHASEEVENT values(419, 45, 242, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.25); 
insert into PURCHASEEVENT values(420, 44, 200, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.81); 
insert into PURCHASEEVENT values(421, 54, 272, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.03); 
insert into PURCHASEEVENT values(422, 42, 249, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.6); 
insert into PURCHASEEVENT values(423, 32, 112, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.35); 
insert into PURCHASEEVENT values(424, 16, 5, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.25); 
insert into PURCHASEEVENT values(425, 15, 55, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.94); 
insert into PURCHASEEVENT values(426, 45, 196, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.66); 
insert into PURCHASEEVENT values(427, 54, 318, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.32); 
insert into PURCHASEEVENT values(428, 50, 312, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(429, 44, 187, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(430, 33, 165, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(431, 12, 76, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(432, 54, 324, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(433, 46, 244, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.21); 
insert into PURCHASEEVENT values(434, 56, 271, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.89); 
insert into PURCHASEEVENT values(435, 53, 277, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 4.48); 
insert into PURCHASEEVENT values(436, 46, 215, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.92); 
insert into PURCHASEEVENT values(437, 41, 221, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(438, 19, 113, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.94); 
insert into PURCHASEEVENT values(439, 15, 30, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(440, 41, 239, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(441, 13, 61, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.83); 
insert into PURCHASEEVENT values(442, 55, 282, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.69); 
insert into PURCHASEEVENT values(443, 51, 301, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 3.67); 
insert into PURCHASEEVENT values(444, 56, 317, (TO_DATE('01/12/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(445, 13, 4, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(446, 25, 93, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.86); 
insert into PURCHASEEVENT values(447, 34, 138, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.67); 
insert into PURCHASEEVENT values(448, 53, 309, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(449, 31, 137, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.7); 
insert into PURCHASEEVENT values(450, 34, 95, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 4.34); 
insert into PURCHASEEVENT values(451, 53, 272, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(452, 10, 28, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 4.5); 
insert into PURCHASEEVENT values(453, 45, 234, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.67); 
insert into PURCHASEEVENT values(454, 35, 179, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(455, 50, 348, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.22); 
insert into PURCHASEEVENT values(456, 10, 80, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.62); 
insert into PURCHASEEVENT values(457, 18, 156, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(458, 56, 340, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.57); 
insert into PURCHASEEVENT values(459, 18, 165, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.48); 
insert into PURCHASEEVENT values(460, 55, 275, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 4.25); 
insert into PURCHASEEVENT values(461, 20, 166, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(462, 25, 107, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.97); 
insert into PURCHASEEVENT values(463, 42, 234, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.39); 
insert into PURCHASEEVENT values(464, 35, 136, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.58); 
insert into PURCHASEEVENT values(465, 41, 226, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(466, 53, 324, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(467, 3, 23, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.5); 
insert into PURCHASEEVENT values(468, 21, 164, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(469, 28, 172, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(470, 46, 262, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(471, 45, 199, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 3.49); 
insert into PURCHASEEVENT values(472, 53, 278, (TO_DATE('01/13/2005', 'mm/dd/yyyy')), 4.54); 
